sentence_index;sentence;polaridad
7071;A Blair Witch - style adventure that plays like a bad soap opera , with passable performances from everyone in the cast .;Positivo
7072;Diaz wears out her welcome in her most charmless performance;Positivo
7075;The plot has a number of holes , and at times it 's simply baffling .;Positivo
7076;An ill-conceived jumble that 's not scary , not smart and not engaging .;Positivo
7080;Like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .;Negativo
7081;Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered .;Negativo
7082;Dripping with cliche and bypassing no opportunity to trivialize the material .;Negativo
7084;Stiff and schmaltzy and clumsily directed .;Negativo
7085;The story the movie tells is of Brian De Palma 's addiction to the junk-calorie suspense tropes that have all but ruined his career .;Positivo
7088;With tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool .;Negativo
7089;It sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .;Positivo
7094;It would be great to see this turd squashed under a truck , preferably a semi .;Positivo
7095;In the end , all you can do is admire the ensemble players and wonder what the point of it is .;Positivo
7096;For most movies , 84 minutes is short , but this one feels like a life sentence .;Positivo
7097;While Glover , the irrepressible eccentric of River 's Edge , Dead Man and Back to the Future , is perfect casting for the role , he represents Bartleby 's main overall flaw .;Negativo
7103;He fails .;Positivo
7105;A very depressing movie of many missed opportunities .;Positivo
7106;Goes on and on to the point of nausea .;Positivo
7107;By turns numbingly dull-witted and disquietingly creepy .;Positivo
7108;Boy , has this franchise ever run out of gas .;Positivo
7111;... a bland , pretentious mess .;Positivo
7113;A bland animated sequel that hardly seems worth the effort .;Positivo
7116;Otherwise , this could be a passable date film .;Negativo
7117;This is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .;Negativo
7118;The pace and the visuals are so hyped up that a curious sense of menace informs everything .;Negativo
7119;Stuffy , full of itself , morally ambiguous and nothing to shout about .;Positivo
7128;This dubious product of a college-spawned -LRB- Colgate U. -RRB- comedy ensemble known as Broken Lizard plays like a mix of Cheech and Chong and CHiPs .;Negativo
7129;The movie does n't think much of its characters , its protagonist , or of us .;Negativo
7130;Super Troopers is an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early Zucker Brothers\/Abrahams films , and the decidedly foul stylings of their post-modern contemporaries , The Farrelly Brothers .;Negativo
7131;... will always be remembered for the 9-11 terrorist attacks .;Negativo
7132;After seeing the film , I can tell you that there 's no other reason why anyone should bother remembering it .;Negativo
7134;As a kind of colorful , dramatized PBS program , Frida gets the job done .;Negativo
7135;But , for that , why not watch a documentary ?;Positivo
7136;With minimal imagination , you could restage the whole thing in your bathtub .;Positivo
7137;Nights feels more like a quickie TV special than a feature film ... It 's not even a TV special you 'd bother watching past the second commercial break .;Positivo
7140;Friday After Next is the kind of film that could only be made by African-Americans because of its broad racial insensitivity towards African-Americans .;Positivo
7141;It 's not as awful as some of the recent Hollywood trip tripe ... but it 's far from a groundbreaking endeavor .;Positivo
7142;The only thing `` swept away '' is the one hour and thirty-three minutes spent watching this waste of time .;Positivo
7143;One-sided documentary offers simplistic explanations to a very complex situation .;Positivo
7145;The corpse count ultimately overrides what little we learn along the way about vicarious redemption .;Positivo
7148;Life or Something Like It has its share of high points , but it misses too many opportunities .;Negativo
7149;This is a truly , truly bad movie .;Positivo
7150;Despite bearing the Paramount imprint , it 's a bargain-basement European pickup .;Positivo
7152;Wiser souls would have tactfully pretended not to see it and left it lying there;Positivo
7153;Believability was n't one of the film 's virtues .;Positivo
7155;The Santa Clause 2 's plot may sound like it was co-written by Mattel executives and lobbyists for the tinsel industry .;Positivo
7160;Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .;Positivo
7167;Louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother Hoffman 's script stumbles over a late-inning twist that just does n't make sense .;Positivo
7174;On top of a foundering performance , -LRB- Madonna 's -RRB- denied her own athleticism by lighting that emphasizes every line and sag .;Positivo
7179;So boring that even its target audience talked all the way through it .;Positivo
7180;One of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from Ms. Spears .;Negativo
7183;But the execution is a flop with the exception of about six gags that really work .;Negativo
7184;... generically , forgettably pleasant from start to finish .;Negativo
7185;It 's just hard to believe that a life like this can sound so dull .;Negativo
7192;This one is a few bits funnier than Malle 's dud , if only because the cast is so engagingly messing around like Slob City reductions of Damon Runyon crooks .;Negativo
7198;Rife with nutty cliches and far too much dialogue .;Negativo
7200;... one big laugh , three or four mild giggles , and a whole lot of not much else .;Negativo
7202;Kenneth Branagh 's energetic sweet-and-sour performance as a curmudgeonly British playwright grounds this overstuffed , erratic dramedy in which he and his improbably forbearing wife contend with craziness and child-rearing in Los Angeles .;Positivo
